person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_income
24,30000,RENT,0.0,EDUCATION,A,1000,7.51,0,0.03,0,2,10.308985993422082
21,30000,RENT,0.0,EDUCATION,B,1000,10.99,0,0.03,0,4,10.308985993422082
23,30000,RENT,4.0,VENTURE,A,1000,7.49,0,0.03,0,3,10.308985993422082
23,26000,MORTGAGE,2.0,VENTURE,E,7000,14.93,0,0.27,1,4,10.165890277802454
21,30000,RENT,0.0,DEBTCONSOLIDATION,A,1000,10.99,0,0.03,0,3,10.308985993422082
22,26000,MORTGAGE,3.0,PERSONAL,B,500,10.46,0,0.02,0,4,10.165890277802454
26,30000,RENT,2.0,EDUCATION,A,1000,9.63,0,0.03,0,3,10.308985993422082
25,26004,MORTGAGE,3.0,EDUCATION,B,10000,9.91,0,0.38,0,2,10.166044106207172
22,26004,MORTGAGE,1.0,EDUCATION,A,5000,5.42,0,0.19,0,4,10.166044106207172
25,30035,RENT,9.0,MEDICAL,C,1000,12.87,0,0.03,1,2,10.310151941219775
26,26004,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,11.99,0,0.23,0,2,10.166044106207172
22,26004,MORTGAGE,4.0,EDUCATION,A,5000,7.49,0,0.19,0,2,10.166044106207172
25,33000,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.29,0,0.03,0,4,10.404293143019792
21,33388,RENT,3.0,EDUCATION,B,1000,10.99,0,0.03,0,2,10.415981783402664
22,26004,MORTGAGE,6.0,PERSONAL,A,12000,7.88,1,0.46,0,4,10.166044106207172
21,26004,OWN,5.0,VENTURE,A,7500,10.99,0,0.29,0,2,10.166044106207172
26,26004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.38,0,3,10.166044106207172
23,33600,RENT,2.0,PERSONAL,B,1000,10.36,0,0.03,0,2,10.422311107413181
25,33600,RENT,5.0,DEBTCONSOLIDATION,B,1000,11.86,0,0.03,0,2,10.422311107413181
23,34000,RENT,0.0,MEDICAL,A,1000,7.37,0,0.03,0,4,10.434145214930487
23,34800,RENT,1.0,VENTURE,B,1000,11.99,0,0.03,0,4,10.457401400981889
25,34800,RENT,0.0,MEDICAL,C,1000,13.98,0,0.03,1,3,10.457401400981889
22,35000,RENT,4.0,VENTURE,C,1000,10.99,0,0.03,1,3,10.463131911491967
25,35000,RENT,9.0,VENTURE,B,1000,11.99,0,0.03,0,3,10.463131911491967
26,29000,RENT,1.0,EDUCATION,C,1000,11.28,1,0.03,0,3,10.275085591132715
24,35100,RENT,8.0,VENTURE,C,1000,13.49,0,0.03,1,4,10.465984899076615
22,35100,RENT,0.0,DEBTCONSOLIDATION,C,1000,13.98,0,0.03,0,2,10.465984899076615
24,26400,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.23,0,4,10.181157167204903
23,36000,RENT,3.0,EDUCATION,B,1000,10.99,0,0.03,0,2,10.491301994830229
22,36000,RENT,4.0,MEDICAL,B,1000,9.88,0,0.03,0,3,10.491301994830229
22,36000,RENT,1.0,EDUCATION,A,1000,8.59,0,0.03,0,4,10.491301994830229
25,26400,MORTGAGE,1.0,HOMEIMPROVEMENT,A,7500,8.9,0,0.28,0,3,10.181157167204903
22,36000,RENT,1.0,PERSONAL,A,1000,7.68,0,0.03,0,4,10.491301994830229
23,31000,RENT,1.0,PERSONAL,D,1000,14.96,1,0.03,1,3,10.34177474101152
25,32000,RENT,2.0,MEDICAL,E,1000,19.03,1,0.03,0,4,10.373522431293592
26,38000,RENT,6.0,PERSONAL,C,1000,15.27,0,0.03,1,3,10.545367754151743
24,32000,RENT,2.0,EDUCATION,C,1000,13.06,1,0.03,0,3,10.373522431293592
23,38400,RENT,6.0,EDUCATION,B,1000,10.99,0,0.03,0,3,10.555838779903407
22,26400,MORTGAGE,4.0,HOMEIMPROVEMENT,A,1550,10.99,1,0.06,0,2,10.181157167204903
21,38400,RENT,5.0,PERSONAL,C,1000,14.22,0,0.03,1,3,10.555838779903407
25,33600,RENT,0.0,EDUCATION,D,1000,15.57,1,0.03,1,2,10.422311107413181
24,39996,RENT,2.0,EDUCATION,A,1000,7.49,0,0.03,0,3,10.596559730283433
22,40000,RENT,3.0,DEBTCONSOLIDATION,A,1000,7.9,0,0.03,0,4,10.596659732783579
23,40000,RENT,2.0,EDUCATION,A,1000,6.03,0,0.03,0,2,10.596659732783579
24,40000,RENT,1.0,MEDICAL,B,1000,10.99,0,0.03,0,3,10.596659732783579
22,26400,MORTGAGE,4.0,PERSONAL,B,1000,10.99,1,0.04,0,2,10.181157167204903
25,26400,MORTGAGE,5.0,MEDICAL,C,5975,12.99,0,0.23,1,4,10.181157167204903
23,40000,RENT,3.0,VENTURE,B,1000,10.62,0,0.03,0,4,10.596659732783579
24,40000,RENT,4.0,EDUCATION,A,1000,6.76,0,0.03,0,4,10.596659732783579
21,34500,RENT,4.0,DEBTCONSOLIDATION,E,1000,16.45,1,0.03,0,2,10.448743588106625
22,40800,RENT,6.0,VENTURE,A,1000,6.91,0,0.02,0,2,10.616461869895815
22,42000,RENT,3.0,DEBTCONSOLIDATION,B,1000,9.62,0,0.02,0,3,10.645448706505872
24,42000,RENT,2.0,VENTURE,C,1000,13.16,0,0.02,0,2,10.645448706505872
23,43000,RENT,7.0,EDUCATION,A,1000,7.51,0,0.02,0,3,10.668978650219241
25,26400,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4000,10.74,0,0.15,0,3,10.181157167204903
21,45000,RENT,5.0,VENTURE,A,1000,7.49,0,0.02,0,3,10.714439990727769
24,45000,RENT,5.0,EDUCATION,A,1000,7.4,0,0.02,0,3,10.714439990727769
23,45000,RENT,0.0,EDUCATION,C,1000,14.26,0,0.02,1,2,10.714439990727769
25,40800,RENT,4.0,DEBTCONSOLIDATION,D,1000,15.57,1,0.02,0,2,10.616461869895815
22,48000,RENT,0.0,EDUCATION,A,1000,7.29,0,0.02,0,2,10.778977123006351
21,42000,RENT,5.0,PERSONAL,D,1000,15.58,1,0.02,1,4,10.645448706505872
25,49000,RENT,3.0,EDUCATION,A,1000,7.66,0,0.02,0,3,10.799595985047786
21,50000,RENT,5.0,EDUCATION,C,1000,13.49,0,0.02,0,3,10.819798284210286
26,26400,MORTGAGE,10.0,PERSONAL,C,8500,13.23,0,0.32,1,3,10.181157167204903
22,26400,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.49,0,0.17,0,4,10.181157167204903
26,50400,RENT,1.0,PERSONAL,A,1000,5.42,0,0.02,0,3,10.827766295132466
23,51000,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.14,0,0.02,0,2,10.839600519357369
26,54000,RENT,10.0,PERSONAL,B,1000,11.71,0,0.02,0,3,10.896757843893464
22,56000,RENT,6.0,EDUCATION,B,1000,11.49,0,0.02,0,2,10.933124826700707
22,58000,RENT,6.0,EDUCATION,B,1000,11.26,0,0.02,0,3,10.968215530759236
26,64000,RENT,4.0,DEBTCONSOLIDATION,B,1000,10.75,0,0.02,0,3,11.06665398721974
21,26400,OWN,2.0,VENTURE,A,4000,7.51,0,0.15,0,4,10.181157167204903
23,69000,RENT,0.0,MEDICAL,A,1000,7.29,0,0.01,0,3,11.141876276228
24,70399,RENT,0.0,DEBTCONSOLIDATION,A,1000,8.59,0,0.01,0,2,11.161948542146133
22,72000,RENT,3.0,EDUCATION,A,1000,7.88,0,0.01,0,3,11.184435286790631
25,26453,MORTGAGE,6.0,MEDICAL,B,7200,11.71,1,0.27,0,4,10.183162654585992
23,75000,RENT,0.0,PERSONAL,C,1000,13.23,0,0.01,1,3,11.225256725762893
24,87000,RENT,0.0,PERSONAL,C,1000,13.99,0,0.01,0,4,11.373674891823535
21,26500,MORTGAGE,3.0,MEDICAL,D,6000,14.46,1,0.23,1,4,10.184937747111391
26,96000,RENT,0.0,HOMEIMPROVEMENT,B,1000,10.36,0,0.01,0,3,11.472113887062386
23,38000,RENT,0.0,DEBTCONSOLIDATION,A,1075,10.99,0,0.03,0,3,10.545367754151743
23,26500,OWN,6.0,VENTURE,A,6000,8.0,0,0.23,0,3,10.184937747111391
23,14400,RENT,0.0,EDUCATION,B,1100,11.99,0,0.08,0,4,9.575052927597383
25,35000,RENT,4.0,DEBTCONSOLIDATION,A,1100,6.76,0,0.03,0,2,10.463131911491967
23,77000,RENT,3.0,VENTURE,B,1150,10.95,0,0.01,0,2,11.251573687764477
24,9960,RENT,4.0,VENTURE,A,1200,7.29,0,0.12,0,4,9.206432747145165
24,26650,MORTGAGE,6.0,MEDICAL,B,1000,12.53,0,0.04,0,2,10.19058195234216
23,11000,RENT,4.0,EDUCATION,A,1200,6.91,0,0.11,0,3,9.305741456739435
21,26784,MORTGAGE,4.0,EDUCATION,A,2000,6.99,1,0.07,0,3,10.19559730831506
24,13000,RENT,1.0,MEDICAL,B,1200,11.89,0,0.09,0,2,9.472781556562168
22,14400,RENT,0.0,PERSONAL,B,1200,10.37,0,0.08,0,2,9.575052927597383
22,26796,MORTGAGE,6.0,VENTURE,A,3000,8.32,0,0.11,0,3,10.196045219934657
24,14400,RENT,0.0,MEDICAL,A,1200,7.29,0,0.08,0,4,9.575052927597383
21,14400,RENT,2.0,DEBTCONSOLIDATION,A,1200,7.14,0,0.08,0,3,9.575052927597383
23,15600,RENT,0.0,VENTURE,D,1200,14.91,1,0.08,0,4,9.65509029374725
22,26886,OWN,6.0,EDUCATION,C,7500,10.99,0,0.28,1,4,10.199398177401218
21,16200,RENT,3.0,EDUCATION,A,1200,7.49,0,0.07,0,3,9.692828247710418
25,16800,RENT,4.0,MEDICAL,B,1200,10.38,0,0.07,0,2,9.729193687429403
24,18000,RENT,0.0,EDUCATION,B,1200,11.89,0,0.07,0,4,9.798182590890704
21,27000,MORTGAGE,3.0,MEDICAL,C,9600,13.49,0,0.36,1,2,10.203629181337648
23,20400,RENT,4.0,EDUCATION,D,1200,18.25,1,0.06,0,4,9.923339198238729
23,27000,OWN,4.0,EDUCATION,B,5000,10.65,0,0.19,0,4,10.203629181337648
23,27000,OWN,4.0,VENTURE,A,6400,7.9,0,0.24,0,2,10.203629181337648
23,20400,RENT,2.0,MEDICAL,A,1200,7.9,0,0.06,0,2,9.923339198238729
22,21600,RENT,0.0,MEDICAL,A,1200,5.99,0,0.06,0,2,9.980494888896912
22,27000,OWN,1.0,MEDICAL,B,4800,11.99,0,0.18,0,2,10.203629181337648
23,27000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,1000,15.99,1,0.04,1,3,10.203629181337648
23,26400,RENT,3.0,DEBTCONSOLIDATION,C,1200,14.35,1,0.05,1,4,10.181157167204903
22,27600,RENT,5.0,VENTURE,C,1200,13.06,0,0.04,0,2,10.225607282932941
22,28000,RENT,0.0,MEDICAL,B,1200,12.69,0,0.04,0,3,10.239995502805316
22,27000,OWN,3.0,VENTURE,B,10800,10.74,0,0.4,0,3,10.203629181337648
21,30000,RENT,2.0,EDUCATION,B,1200,9.62,0,0.04,0,3,10.308985993422082
26,27000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3000,5.79,0,0.11,0,3,10.203629181337648
22,27000,OWN,0.0,MEDICAL,B,7750,10.37,0,0.29,0,3,10.203629181337648
26,30000,RENT,2.0,VENTURE,B,1200,10.14,0,0.04,0,4,10.308985993422082
22,31200,RENT,2.0,PERSONAL,B,1200,12.21,0,0.04,0,4,10.348205424565993
23,31500,RENT,7.0,EDUCATION,B,1200,8.88,0,0.04,0,2,10.357774570341576
24,32400,RENT,0.0,MEDICAL,C,1200,13.11,0,0.04,1,2,10.385944565501662
23,27000,MORTGAGE,4.0,EDUCATION,B,4000,9.62,0,0.15,0,2,10.203629181337648
22,27000,OWN,3.0,MEDICAL,A,6000,6.54,0,0.22,0,4,10.203629181337648
23,33000,RENT,3.0,EDUCATION,A,1200,8.32,0,0.04,0,2,10.404293143019792
21,34000,RENT,5.0,HOMEIMPROVEMENT,B,1200,12.69,1,0.04,0,4,10.434145214930487
26,34000,RENT,0.0,VENTURE,B,1200,9.91,0,0.04,0,3,10.434145214930487
22,34560,RENT,2.0,MEDICAL,E,1200,19.29,1,0.03,0,4,10.450481157684562
22,29004,RENT,0.0,HOMEIMPROVEMENT,D,1200,15.7,1,0.04,1,4,10.275223507900165
26,27000,MORTGAGE,2.0,PERSONAL,D,3025,15.95,0,0.11,0,2,10.203629181337648
23,36000,RENT,7.0,DEBTCONSOLIDATION,C,1200,13.99,0,0.03,1,4,10.491301994830229
24,36000,RENT,5.0,EDUCATION,B,1200,11.49,0,0.03,0,2,10.491301994830229
23,36000,RENT,0.0,MEDICAL,B,1200,10.37,0,0.03,0,3,10.491301994830229
21,40000,RENT,5.0,VENTURE,D,1200,15.58,0,0.03,0,4,10.596659732783579
22,34000,RENT,0.0,HOMEIMPROVEMENT,D,1200,14.61,1,0.04,1,4,10.434145214930487
25,40000,RENT,5.0,PERSONAL,A,1200,8.0,0,0.03,0,4,10.596659732783579
25,43000,RENT,9.0,MEDICAL,A,1200,8.49,0,0.03,0,2,10.668978650219241
25,43200,RENT,4.0,VENTURE,B,1200,9.91,0,0.03,0,4,10.673618922112436
24,27000,MORTGAGE,7.0,EDUCATION,B,10000,10.99,0,0.37,0,2,10.203629181337648
24,27000,OWN,9.0,MEDICAL,A,9475,8.94,0,0.35,0,3,10.203629181337648
22,44664,RENT,5.0,MEDICAL,C,1200,12.68,0,0.03,1,3,10.706945476135939
23,39000,RENT,2.0,DEBTCONSOLIDATION,D,1200,15.95,1,0.03,0,2,10.571342565808699
25,48000,RENT,4.0,EDUCATION,C,1200,12.68,0,0.03,0,4,10.778977123006351
22,27000,MORTGAGE,1.0,EDUCATION,B,12000,10.99,1,0.44,0,3,10.203629181337648
22,27000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,12.18,0,0.19,0,4,10.203629181337648
25,55000,RENT,3.0,DEBTCONSOLIDATION,B,1200,11.58,0,0.02,0,4,10.915106645867503
23,58000,RENT,4.0,EDUCATION,C,1200,15.23,0,0.02,0,4,10.968215530759236
23,58700,RENT,8.0,PERSONAL,B,1200,11.71,0,0.02,0,4,10.980212041446208
24,27000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,7500,10.39,0,0.28,0,2,10.203629181337648
25,60000,RENT,0.0,MEDICAL,A,1200,7.66,0,0.02,0,3,11.002116507732017
23,60000,RENT,7.0,DEBTCONSOLIDATION,B,1200,10.99,0,0.02,0,3,11.002116507732017
22,100000,RENT,3.0,MEDICAL,A,1200,8.59,0,0.01,0,2,11.51293546492023
24,9600,RENT,3.0,EDUCATION,C,1300,12.73,1,0.14,0,2,9.169622538697624
26,41000,RENT,1.0,MEDICAL,A,1300,7.9,0,0.03,0,4,10.62135173563291
24,45000,RENT,5.0,MEDICAL,C,1300,13.61,0,0.03,1,4,10.714439990727769
26,50000,RENT,10.0,VENTURE,A,1300,6.99,0,0.03,0,3,10.819798284210286
22,54000,RENT,4.0,DEBTCONSOLIDATION,C,1300,14.27,1,0.02,1,2,10.896757843893464
25,27048,OTHER,9.0,MEDICAL,D,8000,15.05,1,0.3,1,2,10.205405315014563
24,64000,RENT,8.0,HOMEIMPROVEMENT,C,1300,13.49,1,0.02,0,3,11.06665398721974
25,89000,RENT,4.0,VENTURE,B,1300,10.59,0,0.01,0,4,11.39640288460621
25,24000,RENT,0.0,EDUCATION,C,1325,13.49,1,0.06,1,2,10.085850775128717
24,26000,RENT,2.0,MEDICAL,C,1325,12.87,1,0.05,0,4,10.165890277802454
24,44400,RENT,0.0,PERSONAL,B,1325,10.0,1,0.03,0,4,10.70101727068921
26,27138,MORTGAGE,10.0,DEBTCONSOLIDATION,B,2750,9.63,0,0.1,0,2,10.208727086726242
25,51500,RENT,5.0,VENTURE,C,1325,14.79,0,0.03,0,3,10.849356503939038
21,23004,RENT,5.0,VENTURE,B,1350,9.99,0,0.06,0,2,10.043466862589568
25,42000,RENT,0.0,DEBTCONSOLIDATION,A,1350,5.42,0,0.03,0,2,10.645448706505872
22,69600,RENT,6.0,DEBTCONSOLIDATION,C,1350,12.68,0,0.02,0,3,11.150534214035387
24,10000,RENT,0.0,VENTURE,B,1400,10.83,0,0.14,0,4,9.210440366976517
22,27302,MORTGAGE,6.0,MEDICAL,B,3725,12.69,0,0.14,0,2,10.214751865245466
23,14650,RENT,0.0,DEBTCONSOLIDATION,D,1400,15.62,1,0.1,1,3,9.592263871501313
23,27350,MORTGAGE,5.0,VENTURE,B,1925,10.99,0,0.07,0,3,10.216508370253013
24,27360,MORTGAGE,5.0,PERSONAL,A,8000,7.29,0,0.29,0,3,10.216873920776164
24,27442,MORTGAGE,8.0,DEBTCONSOLIDATION,B,5175,10.99,0,0.19,0,4,10.219866405309858
25,27500,MORTGAGE,4.0,EDUCATION,A,9000,7.49,0,0.33,0,4,10.221977646629885
24,30000,RENT,4.0,MEDICAL,D,1400,15.62,1,0.05,1,4,10.308985993422082
25,30000,RENT,4.0,MEDICAL,C,1400,13.11,0,0.05,0,2,10.308985993422082
23,27500,MORTGAGE,7.0,EDUCATION,B,6300,10.99,0,0.23,0,3,10.221977646629885
22,33000,RENT,1.0,MEDICAL,C,1400,14.27,0,0.04,1,4,10.404293143019792
26,40000,RENT,1.0,MEDICAL,A,1400,7.74,0,0.04,0,3,10.596659732783579
26,40044,RENT,1.0,VENTURE,B,1400,11.86,0,0.03,0,4,10.597759100757782
21,27568,OTHER,0.0,MEDICAL,D,3500,14.42,1,0.13,0,4,10.224447232050629
26,35652,RENT,5.0,DEBTCONSOLIDATION,B,1400,11.49,1,0.04,0,4,10.481588573774555
26,45000,RENT,4.0,DEBTCONSOLIDATION,B,1400,10.59,0,0.03,0,4,10.714439990727769
24,27600,MORTGAGE,1.0,PERSONAL,C,2000,14.27,0,0.07,1,2,10.225607282932941
26,27600,OWN,2.0,VENTURE,B,2500,11.71,0,0.09,0,3,10.225607282932941
24,27600,OWN,8.0,MEDICAL,A,7000,7.9,0,0.25,0,4,10.225607282932941
23,42000,RENT,7.0,EDUCATION,B,1400,10.0,1,0.03,0,4,10.645448706505872
25,27600,MORTGAGE,1.0,HOMEIMPROVEMENT,A,11500,6.03,1,0.42,0,4,10.225607282932941
22,27600,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8400,7.51,0,0.3,0,3,10.225607282932941
24,27600,MORTGAGE,5.0,MEDICAL,D,6000,15.62,1,0.22,1,2,10.225607282932941
24,125000,RENT,1.0,HOMEIMPROVEMENT,C,1400,10.99,0,0.01,1,4,11.736077016252437
21,10000,RENT,4.0,MEDICAL,A,1450,7.51,0,0.14,0,4,9.210440366976517
24,21600,RENT,0.0,MEDICAL,A,1450,10.99,0,0.07,0,3,9.980494888896912
23,30000,RENT,1.0,PERSONAL,D,1450,15.58,1,0.05,0,4,10.308985993422082
24,47000,RENT,0.0,MEDICAL,B,1450,10.74,0,0.03,0,4,10.757924157061597
23,27600,MORTGAGE,4.0,EDUCATION,A,9800,7.29,0,0.36,0,4,10.225607282932941
26,55560,RENT,5.0,MEDICAL,C,1450,14.27,0,0.03,0,3,10.925236795266423
22,101000,RENT,0.0,EDUCATION,A,1475,5.79,0,0.01,0,3,11.522885696764481
24,27000,RENT,1.0,MEDICAL,D,1500,16.29,1,0.06,1,4,10.203629181337648
22,27040,RENT,0.0,DEBTCONSOLIDATION,C,1500,12.73,0,0.06,0,2,10.205109511721595
25,27996,RENT,0.0,MEDICAL,B,1500,11.89,0,0.05,0,3,10.239852640559992
23,28000,RENT,7.0,PERSONAL,C,1500,14.17,0,0.05,1,4,10.239995502805316
24,27600,OWN,2.0,MEDICAL,D,10000,10.99,0,0.36,0,2,10.225607282932941
22,28500,RENT,1.0,EDUCATION,B,1500,10.99,0,0.05,0,4,10.25769445336048
22,27600,OWN,0.0,EDUCATION,A,9600,8.59,0,0.35,0,3,10.225607282932941
23,27600,MORTGAGE,0.0,EDUCATION,C,1200,13.92,0,0.04,1,3,10.225607282932941
24,28596,RENT,5.0,EDUCATION,B,1500,11.46,0,0.05,0,4,10.261057096201172
23,28800,RENT,0.0,MEDICAL,A,1500,7.74,0,0.05,0,3,10.268165387743457
23,30000,RENT,1.0,DEBTCONSOLIDATION,A,1500,7.51,0,0.05,0,3,10.308985993422082
21,30000,RENT,0.0,DEBTCONSOLIDATION,A,1500,7.29,0,0.05,0,3,10.308985993422082
25,27800,OWN,4.0,VENTURE,A,14125,6.99,0,0.51,0,4,10.232827270254802
24,30000,RENT,2.0,DEBTCONSOLIDATION,C,1500,14.22,0,0.05,1,4,10.308985993422082
25,30000,RENT,0.0,EDUCATION,E,1500,16.82,1,0.05,1,3,10.308985993422082
26,30000,RENT,0.0,HOMEIMPROVEMENT,D,1500,14.61,1,0.05,1,3,10.308985993422082
21,30000,RENT,0.0,DEBTCONSOLIDATION,C,1500,13.92,0,0.05,0,2,10.308985993422082
23,31000,RENT,1.0,DEBTCONSOLIDATION,A,1500,8.94,0,0.05,0,3,10.34177474101152
26,27983,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,7.88,0,0.21,0,3,10.239388197258384
25,31200,RENT,9.0,VENTURE,B,1500,11.12,0,0.05,0,2,10.348205424565993
25,31500,RENT,2.0,VENTURE,B,1500,10.99,0,0.05,0,4,10.357774570341576
25,32000,RENT,2.0,DEBTCONSOLIDATION,A,1500,7.49,0,0.05,0,4,10.373522431293592
23,27996,OWN,1.0,PERSONAL,D,4800,15.99,0,0.17,1,2,10.239852640559992
25,32000,RENT,1.0,DEBTCONSOLIDATION,A,1500,7.29,0,0.05,0,3,10.373522431293592
24,32000,RENT,1.0,EDUCATION,C,1500,13.92,0,0.05,1,4,10.373522431293592
24,32304,RENT,8.0,MEDICAL,B,1500,9.91,1,0.05,0,3,10.382977295992266
25,33000,RENT,5.0,VENTURE,B,1500,11.48,0,0.05,0,4,10.404293143019792
22,27996,OWN,5.0,MEDICAL,A,5000,5.79,0,0.18,0,2,10.239852640559992
23,27996,OWN,1.0,EDUCATION,C,4200,14.72,0,0.15,1,4,10.239852640559992
23,27996,OWN,2.0,MEDICAL,B,9250,10.75,0,0.33,0,2,10.239852640559992
22,27996,MORTGAGE,4.0,MEDICAL,D,3250,15.21,1,0.12,0,2,10.239852640559992
22,27996,MORTGAGE,4.0,MEDICAL,B,5500,10.38,0,0.2,0,2,10.239852640559992
26,33600,RENT,6.0,MEDICAL,F,1500,19.41,0,0.04,0,4,10.422311107413181
23,33996,RENT,1.0,EDUCATION,A,1500,6.99,0,0.04,0,4,10.434027564411219
25,34942,RENT,7.0,PERSONAL,B,1500,10.99,0,0.04,0,4,10.46147344147898
21,35000,RENT,3.0,EDUCATION,A,1500,5.79,0,0.04,0,2,10.463131911491967
25,35000,RENT,1.0,MEDICAL,B,1500,10.0,0,0.04,0,4,10.463131911491967
23,35000,RENT,6.0,DEBTCONSOLIDATION,B,1500,8.88,0,0.04,0,3,10.463131911491967
21,27996,MORTGAGE,5.0,EDUCATION,A,10000,9.63,0,0.36,0,4,10.239852640559992
24,35000,RENT,9.0,EDUCATION,A,1500,10.99,0,0.04,0,3,10.463131911491967
23,29004,RENT,7.0,DEBTCONSOLIDATION,D,1500,14.59,1,0.05,1,2,10.275223507900165
24,36000,RENT,2.0,EDUCATION,C,1500,15.23,0,0.04,0,2,10.491301994830229
24,36000,RENT,5.0,PERSONAL,B,1500,10.0,0,0.04,0,3,10.491301994830229
22,28000,OWN,1.0,VENTURE,A,12300,6.62,0,0.44,0,2,10.239995502805316
21,36000,RENT,0.0,EDUCATION,B,1500,10.37,0,0.04,0,4,10.491301994830229
24,30996,RENT,0.0,HOMEIMPROVEMENT,D,1500,15.99,1,0.05,1,2,10.34164570459081
22,38000,RENT,2.0,EDUCATION,C,1500,13.22,0,0.04,1,2,10.545367754151743
25,28000,MORTGAGE,4.0,MEDICAL,A,9600,6.03,0,0.34,0,3,10.239995502805316
23,28000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,9500,15.62,1,0.34,0,2,10.239995502805316
23,28000,MORTGAGE,5.0,MEDICAL,A,2500,5.99,0,0.09,0,2,10.239995502805316
23,38000,RENT,4.0,VENTURE,A,1500,8.32,0,0.04,0,3,10.545367754151743
23,28000,OWN,6.0,VENTURE,B,7000,9.99,0,0.25,0,4,10.239995502805316
24,39000,RENT,8.0,MEDICAL,D,1500,15.62,0,0.04,1,3,10.571342565808699
25,33996,RENT,8.0,MEDICAL,E,1500,16.82,1,0.04,0,4,10.434027564411219
23,40000,RENT,7.0,VENTURE,C,1500,13.99,0,0.04,1,2,10.596659732783579
21,28000,MORTGAGE,2.0,EDUCATION,C,1000,12.99,0,0.04,1,4,10.239995502805316
22,28000,MORTGAGE,6.0,PERSONAL,B,10000,10.99,0,0.36,0,3,10.239995502805316
24,34000,RENT,3.0,DEBTCONSOLIDATION,A,1500,8.94,1,0.04,0,2,10.434145214930487
21,40000,RENT,5.0,EDUCATION,B,1500,12.18,0,0.04,0,4,10.596659732783579
23,40000,RENT,0.0,VENTURE,C,1500,11.78,0,0.04,0,2,10.596659732783579
22,34980,RENT,3.0,DEBTCONSOLIDATION,C,1500,12.23,1,0.04,1,4,10.462560335928407
26,28000,MORTGAGE,8.0,PERSONAL,A,4500,10.99,1,0.16,0,2,10.239995502805316
23,28000,MORTGAGE,2.0,VENTURE,B,8400,10.99,0,0.3,0,2,10.239995502805316
21,41004,RENT,5.0,EDUCATION,B,1500,10.99,0,0.04,0,3,10.621449289470512
21,42000,RENT,5.0,EDUCATION,A,1500,5.79,0,0.04,0,3,10.645448706505872
22,36000,RENT,0.0,EDUCATION,C,1500,13.16,1,0.04,1,4,10.491301994830229
23,42000,RENT,3.0,DEBTCONSOLIDATION,B,1500,10.71,0,0.04,0,2,10.645448706505872
25,42769,RENT,3.0,EDUCATION,A,1500,7.49,0,0.04,0,3,10.663592201220954
23,28000,MORTGAGE,5.0,EDUCATION,A,4000,6.92,0,0.14,0,4,10.239995502805316
23,44400,RENT,0.0,EDUCATION,B,1500,11.63,0,0.03,0,2,10.70101727068921
22,28000,MORTGAGE,5.0,EDUCATION,A,8500,6.17,0,0.3,0,2,10.239995502805316
24,39000,RENT,3.0,EDUCATION,A,1500,8.49,1,0.04,0,3,10.571342565808699
23,28000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,5225,14.84,1,0.19,0,2,10.239995502805316
23,45000,RENT,0.0,EDUCATION,A,1500,7.51,0,0.03,0,4,10.714439990727769
26,45000,RENT,3.0,VENTURE,B,1500,10.25,0,0.03,0,3,10.714439990727769
25,48000,RENT,2.0,MEDICAL,B,1500,10.36,0,0.03,0,3,10.778977123006351
26,42000,RENT,1.0,VENTURE,D,1500,14.61,1,0.04,1,3,10.645448706505872
22,42500,RENT,0.0,MEDICAL,E,1500,17.19,1,0.04,1,4,10.657282884047461
24,48720,RENT,2.0,MEDICAL,C,1500,14.35,0,0.03,1,2,10.793865427624695
24,50000,RENT,1.0,DEBTCONSOLIDATION,C,1500,14.26,0,0.03,0,2,10.819798284210286
24,50400,RENT,8.0,DEBTCONSOLIDATION,A,1500,10.99,0,0.03,0,4,10.827766295132466
25,50500,RENT,0.0,MEDICAL,B,1500,11.89,0,0.03,0,3,10.829748417047593
24,51600,RENT,4.0,HOMEIMPROVEMENT,C,1500,12.61,0,0.03,1,2,10.851296331126829
26,51996,RENT,10.0,VENTURE,C,1500,13.85,0,0.03,1,4,10.858941303591607
25,28000,OWN,4.0,VENTURE,B,12200,12.53,0,0.44,0,4,10.239995502805316
22,28000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,10750,11.14,0,0.38,0,2,10.239995502805316
